id,text,label,Translated
6037,"Nangal  entha variyum  vangavillai, unmai  therinthal  pesungal, proof  irunthal pesungal, engalitam  proof  ullathu.",0,"Nangal entha variyum vangavillai, unmai therinthal pesungal, proof irunthal pesungal, engalitam proof ullathu."
3040," @ManiKandan-yj4cx  nenga mudhala tamilana bro, ing nadpathai therinjum avanungalukku support pandringa",1,"@Manikandan-yj4cx nenga mudhala tamana bro, ing nadpathai therinjum avanungalukku support pandringa"
2883,மசூதிகள் உளவு  துறை மூலம்  சங்கிகள் கட்டுப்பாட்டில்,1,Under the control of the mosques by the spy department
7150,எந்தனை நீதிமன்றங்கள் எத்தனை ஜட்ஜ்மெண்ட் கொடுத்தாலும் முதலில் நீங்கள் திருந்துங்கள்.,0,"No matter how many judges, you can first."
6864,Dharmapuri Agamudaiyar Ezhil,0,Dharmapuri agamudaiyar ezhil
206,Itha pathaley sema ganda iruku anna namma oorula ivanunga ownera irukanuga namma innum oruthan kitta kai neeti sambalam vangittu irukom,1,Itha pathaley sema ganda iruku anna namma oorula ivanunga oorula Irukanuga indum oruthan kitta kai neeti sambalam vangittu irukom
7438,The same way they invite christians sect and muslims sectlike this?,0,The same way they invite christians sect and muslims sectlike this?
340,sowcarpet elite vadakan first landed we celebrated them as pawnbroker now nothing to say,0,sowcarpet elite vadakan first landed we celebrated them as pawnbroker now nothing to say
1205," @samuraijosh1595  when did odisha, west bengal, jharkhand, bihar are part of North india",0,"@samuraijosh1595  when did odisha, west bengal, jharkhand, bihar are part of North india"
4140,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1,"Do not spend any speech (do not buy any item in stores), Tamils!"
3998,தமிழன் மேலயே நடவடிக்கை எடுங்கயா...👏,0,Take action on Tamil ... 👏
7491,வழக்கமாக சைவம் மற்றும் வைணவம் இடையே சண்டை வரும் இப்போது வைணவத்துக்குள்ளயே சண்டை💪👊,0,Usually fighting between vegetarianism and Vaishnavam
3359,super tamilan ini somberiya irukka maatan,0,Super Tamilan ini somberiya irukka maatan
1042,Next cm should  EPS OPS or  SEEMAN  because they are only tamilans,0,Next cm should  EPS OPS or  SEEMAN  because they are only tamilans
4218,இந்த பயம் எப்போதும் இருக்கனும்...  இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் இது ஒரு நல்ல உதாரணம்.....,1,This fear is always a good example of the stupid count of living .....
454, your culture is Marying sister.      You telling moral value.....   Why you begging for money here lot of beggers in kerala is yours community..,1,your culture is Marying sister.      You telling moral value.....   Why you begging for money here lot of beggers in kerala is yours community..
3843,இந்த பிரச்சினைகளை தொடங்கியது அதிமுக வா இல்ல பாஜகா வா என்றுஆராய்ச்சி செய்ய வேண்டும் .,0,These issues have begun.
5612,முதளாலிகள் அவர்கள் தான் மட்டுமே உயரவேண்டும் என்ற நோக்கத்தில் தான் வடமானித்தான் வேலை செய்கிறான்,0,Northwesan is the only one who intends to rise
3388,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!,0,Dei Holy Celebration Pana Native Place uh ku paranugaa ithu theriyama 😂 ...!
1148," @RajKumar-sf8dl  good but epo oruthan Avan family ae maranthutu kudikarano Avan Avalo tha kudikalam thapu illa but alavuku merina amuthamum nanji thaan 

More over Avan kudikaradhu Nala tha Avan Vela illama poche nu artham illa owner of the business 10k evan Vela senji irupan vadakan vanthutu 5k ku work panna varuvan owner ku 5k labam so Avan veliya anupitu vadakans uh ulla seathupanga

Vadakans ku padipu selavu illa 5k la Avan 1month ku vendiya porul vangipan chapathi mavu & Hans podhum avangaluku",0,"@Rajkumar-sf8dl Good button epo oruthan avan family ae maranthutu kudikarano avan aval tha kudikalam tapu illa but alavuku merina amuthamum nanji thaan 

More over avan kudikaradhu nala tha avan vela illama poche nu artham illa on the business 10k evan ven ven ven vena senji irupan vantutu 5k ku work panna varuvan owner ku 5k anupitu vadakans uh ulla seathupanga

Vadakans ku padipu selavu illa 5k la avan 1month ku vendiya porul vangipan chapathi mavu & hans podhum avangaluku"
1290,"திரைப்படங்களில் மட்டும் தமிழ் பையன்கள் ஹீரோக்களாகத் தெரிகிறார்கள், நிஜ வாழ்க்கையில் தமிழ்ப் பையன்கள் குழந்தைகளைப் போல் இருக்கிறார்கள். தாடி இல்லை, மீசை இல்லை, தைரியம் இல்லை, ஊக்கம் இல்லை, வலிமை இல்லை,",1,"Only Tamil boys look heroes in movies, Tamil boys are like children in real life. Not beard, no mustache, no courage, no sponsor, no strength, no strength,"
3727,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே. இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும். வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்.,1,"Why do they have to work in the country. If the same situation persists, Tamil Nadu will be destroyed. The North Consolfons will be occupied throughout the country."
6845,கள்ளர் மறவர் கனத்ததொரு அகமுடையார் மெல்ல மெல்ல வெள்ளாளர் ஆகினரே.,0,Kallar Maravar is a heavy white man.
618,உங்கள் தமிழ் கடவுள் சோழ வம்சம்   உண்டாக்கியது எல்லாம் வடக்கில் இருந்து வந்தவர்கள் தான்.... போய் சோழர் மெய் கீர்த்தி படிங்க.... தமிழ் நாட்டில் உள்ள பல சமுதாயம் வடக்கில் இருந்து வந்தது தான்....,0,All that your Tamil God has created the Chola dynasty is from the north ....
1029,​ @krishna-de2jb  maharashtra is peninsular india below vindyas ranges and again sathpura ranges and again ajantha hills,0,@Krishna-dee2jb maharashtra is peninsular India beLow Vindyas Ranges and Again Sathpura Ranges and Again Ajantha Hills
429,ஒரே வழிதான் சீமானுக்கு ஓட்டு போட்டா மட்டும் தமிழ்நாடு நமக்கு இல்லைனா ஹிந்தி காரனுக்கு போயிரும் 🚧💯,0,The only way is to drive Seeman Tamil Nadu
7575,"Both swamy should not come to this debate, that itself wrong, as a elders if u r talking like that, its an ashamed one, doing upanyasam what is the use, i feel very sorry to tell.
 Idiot sun TV, against Hinduism especially with brahmins, why u ve attend this debate, conversation, waste
Spoiled our sanadhana dharma, community",1,"Both swamy should not come to this debate, that itself wrong, as a elders if u r talking like that, its an ashamed one, doing upanyasam what is the use, i feel very sorry to tell.
 Idiot sun TV, against Hinduism especially with brahmins, why u ve attend this debate, conversation, waste
Spoiled our sanadhana dharma, community"
5428,"ஹிந்துகாரன் ல செட்டேல் ஆகிட்டானுங்க தமிழ் நாட்டுல , இனி நம்மதான்  பீகார் போகணும் 😂",1,Hinduran La Chetale Akitanunga Tamil Nadu
1891,Kalambu Kalambu aarundu pochi Kalambu,0,Kalaboad Kalambu Auquu pachiambu
1742,நம் மக்களிடம் ஒற்றுமை  இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்.,0,Marwadi is playing because of the lack of unity with our people.
3973,மொத்தத்தில் தமிழ் நாட்டில் வேலை இல்லை அதான் இந்த நிலைமை,0,This is not the case in Tamil Nadu
3922,விளம்பரங்கள் அதிகமாக இருப்பது தந்தி டிவியில் தான்,0,The ads are too much on telegram TV
2722,Manushana manushana paaka solli ivanga entha ooru la irunthu vanthangalo.. Anga poi solanum.. Aduthava veetla vanthu ukanthu pesakudathu!!,1,Manushana Manushana Paaka Solli Ivanga entha ooru la irunthu vanthangalo .. anga poi solanum .. aduthava veetla vanthu ukanthu pesakudathu !!
2441, @dannosss  bro still they are indian....we are treating them like poor .... That's what Im said...u know lot of south Indians have u ever seen they worked hard like North...no never....,1,@dannosss  bro still they are indian....we are treating them like poor .... That's what Im said...u know lot of south Indians have u ever seen they worked hard like North...no never....
4756,"02:20 சரியா சொன்னான் பார் தமிழ்நாட்டுல ரவுடி கிடையாது , இவனுங்களை அடிச்சா நாம பொய் கோர்ட் கேஸ்ன்னு அலையனும்",0,"02:20 Look right, Tamil Nadu is not there"
6442,Cholarhal lankai lakshatheev malatheev inthonashiya Malaysia java sumathra ena pathi ulahai aandarhal ithu ellam entha thinai solla mudiyuma,0,Cholarhal lakshedev maladev maladeev intonashiya malaysia java smathra elahai aandarhal ithu ellam entha thinai solla mudiyuma
188,"நாங்கள் தமிழர்களைப் பற்றி பேசுகிறோம். எத்தனை தமிழர்கள். பொய்யான தகவல் தர வேண்டாம்.
",0,We are talking about Tamils. How many Tamils. Do not give false information.
1245, @aravindhrajgowda2446  ley yen kathe bidthidhiya 70% are Tamil folks 😂,0,@aravindhrajgowda2446 ley yen kathe bidthidhiya 70% are tamil folks 😂
4532,I guess no one have that right to control certain community population.,1,I guess no one have that right to control certain community population.
1372,Next CM seeman Naam Tamil kachi 💥🤩🔥🤩😍🥰🥳💯💥🤩🔥💥🤩🔥💥,0,Next cm seman naam tamil kachi 🤩
6583,வேளாளர் சங்க காலத்தில் அது பொதுபெயர்தான் மருக்கவில்லை.ஆனால் 21ம் நூற்றாண்டில் அது சாதிபெயர்..வறாலாறை கேட்டால் இழிவுபடுத்துவது தான் இவரின் நேக்கம் ஆனால் அது உண்மை ஆகாது.நீ கதரு காலம் பதில் சொல்லும் பள்ளரே.,1,"In the 21st century, it is not true. It is not true but it is not true."
3113,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0,Ellloraiyum manushan ah parungada Aven Apdirka Karanam Vadakan's Society and the Government Only 💯📌🙂
1335, @shadowboy7218  avinga crowd jaasthiya vandha vote rights kudukka koodathunu solllu....vara koodathunu soldrathuku india la irukka endha state peoples kum rigghts illa .... independent country la yaaru endha statela venaalum poi settle aagalaam .....,0,@ShadowBoy7218 Avinga Crowd Jaastiya Vandha Vote Rights Kudukka Koodathunu Solllu .... Yaaru Endha Statela Venaalum Poi Settle Aagalaam .....
7239,"Pavada inyour religion protestant catholic like howmany sects?
Why difference",0,"Pavada inyour religion protestant catholic like howmany sects?
Why difference"
1691,tamilargal nallavargal.Athunalathan ellarukum ellakaram,0,Tamilargal Nallavargal.athunalathan ellarukum ellakaram
267,Bro ur efforts are amazing ur videos are different nice wrk keep doing,0,Bro ur efforts are amazing ur videos are different nice wrk keep doing
2557,Avungaluku vela kuduthutu nama enga porathu,0,Avungaluku vela kuduthu nama enga porathu
6149,Adeii tamilnadu fulla ipdi than iruku... Innum velia theriyama iruku... Ketta periar nu kadha uduvanuga....intha dmk admk ivanugala olikira varaikum ithu continue a gum.....,1,Adeii Tamilnadu fulla ipdi than iruku ... innum velia theriyama iruku ... ketta periar nu kadha uduvanuga ...
5698,சீமானின் செயல் விளைவு தான் இது.,0,This is the effect of the seaman.
2255,நம்ம ஊர் இந்த நிலை வந்துவிட்டது. நமக்கு வேண்டும் போதும இன்னும் வேணும்,1,Our town has come to this point. We need more
7332,"சொத்துக்காக வந்த பிரிவினை இது. எந்த கோயில்களில், அதிக சொத்து இருக்கிறதோ, அதை தன் கலையில் சேர்த்து கொள்ள, பெரியோர்கள் போட்டியை ஆரம்பித்து, அடுத்த தலைமுறைக்கு தள்ளி விட்டு விட்டார்கள். வேறு ஒன்றும் இல்லை. பெருமாள் சிரித்து கொள்கிறார்.",0,"This is the separation that came for property. In which temples, there are more property, the elders started the competition and left for the next generation. Nothing else. Perumal laughs."
5032,Thelunganunga Tamil nataye pidichitanunga.modhalla adha padhivu pannunga.,0,Thelunganunga Tamil Nataye pidichitanunga.Modhalla adha padhivu pannunga.
4306, @srp5285  டேய் மெண்டல் சைக்கோ பதில் சொல்லத் தெரியலைனா எதையாச்சும் பேசி மலுப்பாதடா உங்க சங்கி கூட்டத்துக்கே இப்படி மலுப்புரதே வேலை நான் கேட்ட கேள்விக்கு சரியான பதில் சொல்லத் தெரியல துப்புக்கெட்ட பயலே,0,@SRP5285 Dai Mendel Psycho does not know if you are talking about the answer to the question I asked for the question of the work of Maluppadada
7606,​​ @srinivasavaradhan1906 intha mathiri ennam irukkurathala than unga ellar mela irukka mariyathayum poguthu.....Neenga ungalukku ullayeh itha pesi therthu iruntha ipdi oru interview ehh nadathu irukkathu saringala....,0,​​ @srinivasavaradhan1906 intha mathiri ennam irukkurathala than unga ellar mela irukka mariyathayum poguthu.....Neenga ungalukku ullayeh itha pesi therthu iruntha ipdi oru interview ehh nadathu irukkathu saringala ....
7507,6 masam nee 6 masam avan ...problem solved,0,6 Masam Nee 6 Masam Avan ... Problem Solved
3702,நம்மதமிழர்கள்எங்குவேலைக்கும்போனாலும்யாரையும்கெழை‌.கொல்லைசெய்யவில்லைஒழுக்கமாகவேலைசெய்துவருகிறார்கள்அதனால்இதையும்அதையும்முடுச்சுபபோடாதீர்கள்,1,"Our Tamils ​​are not working, but not to do so."
1532,"Inga Egmore area full ah avanga thaan. 
Tamizhargal aagiya naam avargalai eppo veratti adipom",1,"Inga egmore area full ah avanga thaan. 
Tamizhargal aagiya naam avargalai eppo veratti adipom"
6524,"There is no problem, The Pallar may be called as Vellar. and the Vellar may be called as Pallar.",0,"There is no problem, The Pallar may be called as Vellar. and the Vellar may be called as Pallar."
2955,Tamilnadu irrukarvan ellam TASMAC vijai ajith  cinema bothum  Nanga enga territary TN thandamattom,0,Tamilnadu irrukarvan ellam tasmac vijai ajith cinema bothum nanga enga territary tn tandamattom
608,India as to concentrate on population . Otherwise people’s life will not be valued .,0,India as to concentrate on population . Otherwise people’s life will not be valued .
1884,இவங்கெல்லாம் அடிக்கிற அடியில் பார்க்கவே பயப்படனும்,1,All of these are afraid to see underneath
4957,Vanthu vertukulla poi thiturathu Rape pannurathu Ellarume inga vanthuta naanga enga da poga . Oru vertula 10 per na 10 perutha 30 per vantha epdi da venna putungi maari pesuran,1,Vanthu vertukulla poi thiturathu rape pannurathu ellarume inga vanthuta naanga enga da poga. Oru vertula 10 per na 10 perutha 30 per vantha epdi da venna putungi maari pesuran
4234,தமிழரிடம் மட்டுமே வரவு செலவு வைத்துக் கொள்ள வேண்டும்!,1,Only Tamils ​​have to be budget!
5236,"சம்பளம் குறைவு, அதிகம் வேலை செய்கிறார்கள், நம்மவர்கள் வேலை செய்வதில்லை என்பது நியாயமான பேச்சாகவே இருந்தாலும் அதில் இருக்கும் மிகப் பெரிய ஆபத்தை இதை ஊக்குவிப்பவர்கள் விளங்கிக் கொள்வதில்லை",0,"Although it is a legitimate talk that our salaries are low, too much, we do not work, but those who promote this do not understand this"
1751,Dai ithu palaiyaa news athai oruthar thatti kaetaru udanae annodaa thumbigal nuuu. Oru bitaaa pottaan paruuu... Angaa thaanda nikkiranoo thumbigal....,0,Dai ithu palaiyaa news athai oruthar tati kaetaru udanae annodaa thumbigal nuuu. Oru bitaaa pottaan paruuu ... angaa thaanda nikkiranoo thumbigal ....
670,Muthalla thamilan tamilane namburathe illa,0,Muthalla Thamilan Tamane Namburathhe illa
4943,Take also the interview who lost their job in natives of Western nations and Arabs bcoz of Indians,1,Take also the interview who lost their job in natives of Western nations and Arabs bcoz of Indians
1239," @harigowtham1430  bro, I’m not fully sure with the conditions of dharavi, cause I’ve never visited there. But the condition in TN rn is horrible, we’re not fully taking their jobs, nor changing their political system. I wish we fix it. That’s all my most concern",0,"@harigowtham1430  bro, I’m not fully sure with the conditions of dharavi, cause I’ve never visited there. But the condition in TN rn is horrible, we’re not fully taking their jobs, nor changing their political system. I wish we fix it. That’s all my most concern"
2985,Correct,0,Correct
1482,Vaaiyinal pesi pirayosanam illai veluththuvanga vendum,1,Vaaiyinal pesi pirayosanam illai veluththuvanga vendum
5179,நண்பர்களே திருப்பூரில் அதிகமாக இந்திக்காரர்கள் தான் நமக்கு அங்கு வேலை இல்லை உடனடியாக அரசு தலையிட்டு நடவடிக்கை எடுக்க வேண்டும்,1,Friends are the most Indians in Tirupur.
2764,Konjam kooda vekame illa. Vadakan kita peti yedukura,1,Konjam kooda vekame illa. Vadakan kita peti yedukura
619,Bro naanum Hosur dha bro correct ta sollringa bro adhu TATA company dha,0,Bro Hosure in Bro brreot not solringra A tall Company
5777,தமிழ்நாட்டில் வடக்கன்  கிடையாது அரக்கன்களுக்கு என்ன வேலை அவர்கள் வேலை செய்தால் நாங்கள் குறை சொல்ல மாட்டோம் பான் ப்ராக்கு கஞ்சா வா வா சரக்கு தமிழ்நாட்டை கூவமாக்கி கொண்டு இருக்கிறார்கள் அடுத்து ரோமாபுரி நாடாக ஒரு ஆளுக்கு போகிறது,1,"In Tamil Nadu, there is no work for the monsters."
5607,If you any one Tamil people work honestly in other state political party for people even you can become CM of that state.,0,If you any one Tamil people work honestly in other state political party for people even you can become CM of that state.
6256,​ @dingdong5790  ne muslim or christian ah ilala hindus la yaru vena etho Kovil ku vena polam,0,@DingDong5790 Nee Muslim or Christian ah Ilala Hindus la yaru vena etho kovil ku vena polam
245,"வடக்கன் தமிழர்களை அடித்து விரட்டும் போது தமிழனை அவன் பாட்டனான் வந்தால் கூட காப்பாற்ற முடியாத நிலை வரும், தமிழா!! விழித்துக்கொள்!!",1,"When Vadakkan beats the Tamils, he is unable to save the Tamils ​​if he comes to his grandfather, Tamil Awake !!"
337,சாதி சண்டை போடறதுக்கும் விஜய் அஜித் பைத்தியமாக இருப்பதற்கும் மட்டும் தான் தமிழர்களுக்கு தெரியும்,0,Tamils ​​only know that the caste fight and Vijay Ajith is mad
918,தமிழ்நாடு தற்போது கவலைக்கிடமாக உள்ளது...😌😌😌,0,Tamil Nadu is currently worried ... 😌😌😌
425,இந்த வீடியொ சீமான் அண்ணன் பார்வைக்கு  போக வேண்டும்,0,This video should go to Seaman's brother's sight
6650,"உங்கள் கருத்தை தொடர்ந்து
பதிவு செய்து வருகிறீர்கள்",0,"Following your opinion
Have been registered"
6465,Dai Periyar kalaingar ttamil thorgida,1,Dai periyar kalaingar ttamil thorgida
584,12th padichitta velaiku edukuranga Inga degree padicha velaiku eduka matranga 🤐😥,0,12th padichitta velaiku edukuranga inga degree padicha velaiku eduka matranga 🤐😥
1519,dhayavu seithu jathi madham inimel parkkathir.indha indhikkararagalai virattum varai.,1,dhayavu seithu jathi madham inimel parkkathir.indha indhikkaaragalai virattum varai.
3210,Stalin than vararu vidiyal thara poraru😆😆,0,Stalin than vararu vidiyal thara poraru😆😆
6891,ஏங்க நான் துளுவ வேளாளர் தான் நாங்க அப்ப அகமுடையாரா?,0,Are I the only one who is the one who is so?
7388,Sun TV is promoting fued in topic they dont believe. Will they bring CSI and RC and conduct an arguement ? These old men should not have gone to Sun tV,0,Sun TV is promoting fued in topic they dont believe. Will they bring CSI and RC and conduct an arguement ? These old men should not have gone to Sun tV
7059,மனிதனின் எந்த உறுப்பை வைத்து ஜாதியை பிரித்தார்கள் என்று தயவுசெய்து விளக்குங்கள் .என்று தான் மனிதனாக போறீங்களொ .சம்பிரதாயங்களை மூலதனமாக வைத்து தந்திரமான கட்டு கதைகளை எழுதி ஜாதியை பிரித்த முட்டா பயலுகள என்று தான் அடையாளம் காண போரீங்களொ .மனிதனாகுங்கடா.,0,Please explain that the nation is divided with any organ of man .The man is divided .The man is to write the tricky tantras and identify the caste -splitting the caste.
7018,"எந்த சாதிக்கும் அரசு பட்டத்தை வைத்து சாதி சான்றிதழ் தருவது இல்லை குறிப்பு தேவர் என்று இதுவரை எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை. பிள்ளை, கவுண்டர், முதலியார் என்று எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை.

 ஆனால் துளுவ வேளாளர்களுக்கு துளுவ வேளாளர் என்று தான் சாதி சான்றிதழ் தருகிறது.",0,"No caste certificate is not a caste certificate for any achievement. No caste certificate of child, counter, etc.

 But the caste certificates are the only one who is a tulu."
3597,தந்தி TV ல இருக்க எல்லாரு இந்தி வாலா போல அதான் கூட்டு நாடகம் போடுறானு,1,Ellaru Hindi Vala to be in the telegram
3287,apo nee bihar ku poi avanoda edatha aataya potru😂,1,apo nee bihar ku poi avanoda edatha aataya potru😂
354,ஹிந்தி காரர்களை நம் நாட்டை விட்டுப் பழகுங்கள் துரத்துங்கள் முதல்வர் ஐயா,1,Leave Hindi cars leave our country
5065,அப்புறம் எதற்கு தனி தனி நாடு ? எல்லோரும் மனிதர்கள்தானே ?,0,What is a separate country? Everyone is human?
3126," @krmanirethnam  marathi padai tamilnaata rule pannan.inga iruka sources neriya eduthutu ponaandrathae unmai.MADURAI yila marathi community irukanga they also called peshwa brahmins.same maharastrala tamilan irukan.TIT for TAT.summa sympathy pesa kudathu..bihar,patna,u.p yethukku varan?",0,"@krmanirethnam marathi padai tamilnaata rule pannan.inga iruka sources neriya eduthu ponaandrathae unmai.madurai yila marathi community irukanganga they also maharastrala tamilan irukan.tit for tat.summa sympathy pesa kudathu..bihar, patna, u.p yethukku varan?"
3349,Vadakkan thamilnattai vittu poradhu nalladhu,1,Vadakkan tamilnattai vittu poradhu nalladhu
