id,text,label,Translated
1416,தமிழனிடம் இப்படி பேசிய இவனிடம் நஸட்ற ஈடாக ஒருகோடி பணம் வாங்கவேண்டும்,0,தமிழனிடம் இப்படி பேசிய இவனிடம் நஸட்ற ஈடாக ஒருகோடி பணம் வாங்கவேண்டும்
3439,Tamilaga makkalai kurai sollade kattadavela pakradlendu Yella velayum pakran tamilnadu tamil nada irukanumna tamilanukku matum Vela kudu basa puriyada aalta nee Inna Vela vangi kilikka pora  innada pesriya ollu okra ipadikku nam tamilan seemanin vilutugal,1,Tamilaga makkalai kurai sollade kattadavela pakradlendu Yella velayum pakran tamilnadu tamil nada irukanumna tamilanukku matum Vela kudu basa puriyada aalta nee Inna Vela vangi kilikka pora  innada pesriya ollu okra ipadikku nam tamilan seemanin vilutugal
714,தமிழ் நாட்டில் 100 பேர் இருக்கிறோம் இங்கு 100 பேருக்கு வேலை வழங்க தேவையான தொழிற்சாலை இருந்தால் போதுமானது ஆனால் வேண்டும் என்றே 200 பேருக்கு வேலை வழங்க கூடிய தொழிற்சாலை ஏன் தமிழ் நாட்டில் அமைக்க வேண்டும் அப்போதுதான் செயற்க்கையான மனித வள பற்றாக்குறை ஏற்படுகிறது அதனால் வடக்கன்ஸ் தமிழ் நாட்டில் குடியேற்றம் நடை பெறுகிறது இது தெரியாமல் தமிழர்கள் குடிக்கு அடிமையாகி விட்டார்கள் சினிமா பின்னாடி சுற்றுகிறார்கள் என்று நம் மீது பழி போட்டு நம்மையே மூளை சலவை செய்கிறார்கள்.தமிழா விழித்து கொள்,0,தமிழ் நாட்டில் 100 பேர் இருக்கிறோம் இங்கு 100 பேருக்கு வேலை வழங்க தேவையான தொழிற்சாலை இருந்தால் போதுமானது ஆனால் வேண்டும் என்றே 200 பேருக்கு வேலை வழங்க கூடிய தொழிற்சாலை ஏன் தமிழ் நாட்டில் அமைக்க வேண்டும் அப்போதுதான் செயற்க்கையான மனித வள பற்றாக்குறை ஏற்படுகிறது அதனால் வடக்கன்ஸ் தமிழ் நாட்டில் குடியேற்றம் நடை பெறுகிறது இது தெரியாமல் தமிழர்கள் குடிக்கு அடிமையாகி விட்டார்கள் சினிமா பின்னாடி சுற்றுகிறார்கள் என்று நம் மீது பழி போட்டு நம்மையே மூளை சலவை செய்கிறார்கள்.தமிழா விழித்து கொள்
499,"Naan Chennai il daan vazhgiren.
Sila vebarighalidamb pesinen.
Solgiraar:tamizharghal somberi aagivittarghal adarku daan nanghal vadakkans vachirukkango.
Sindhiunghal",0,"Naan Chennai il daan vazhgiren.
Sila vebarighalidamb pesinen.
Solgiraar:tamizharghal somberi aagivittarghal adarku daan nanghal vadakkans vachirukkango.
Sindhiunghal"
6037,"Nangal  entha variyum  vangavillai, unmai  therinthal  pesungal, proof  irunthal pesungal, engalitam  proof  ullathu.",0,"Nangal  entha variyum  vangavillai, unmai  therinthal  pesungal, proof  irunthal pesungal, engalitam  proof  ullathu."
3040," @ManiKandan-yj4cx  nenga mudhala tamilana bro, ing nadpathai therinjum avanungalukku support pandringa",1,"@ManiKandan-yj4cx  nenga mudhala tamilana bro, ing nadpathai therinjum avanungalukku support pandringa"
2883,மசூதிகள் உளவு  துறை மூலம்  சங்கிகள் கட்டுப்பாட்டில்,1,மசூதிகள் உளவு  துறை மூலம்  சங்கிகள் கட்டுப்பாட்டில்
7150,எந்தனை நீதிமன்றங்கள் எத்தனை ஜட்ஜ்மெண்ட் கொடுத்தாலும் முதலில் நீங்கள் திருந்துங்கள்.,0,எந்தனை நீதிமன்றங்கள் எத்தனை ஜட்ஜ்மெண்ட் கொடுத்தாலும் முதலில் நீங்கள் திருந்துங்கள்.
6864,Dharmapuri Agamudaiyar Ezhil,0,Dharmapuri Agamudaiyar Ezhil
206,Itha pathaley sema ganda iruku anna namma oorula ivanunga ownera irukanuga namma innum oruthan kitta kai neeti sambalam vangittu irukom,1,Itha pathaley sema ganda iruku anna namma oorula ivanunga ownera irukanuga namma innum oruthan kitta kai neeti sambalam vangittu irukom
7438,The same way they invite christians sect and muslims sectlike this?,0,கிறிஸ்தவர்களின் பிரிவு மற்றும் முஸ்லிம்கள் இதைப் போன்றவற்றை அவர்கள் அழைக்கும் அதே வழியில்?
340,sowcarpet elite vadakan first landed we celebrated them as pawnbroker now nothing to say,0,சோவ்கார்பெட் எலைட் வடகன் முதலில் தரையிறங்கியது நாங்கள் அவர்களை பான் ப்ரோக்கராக கொண்டாடினோம் இப்போது எதுவும் சொல்லவில்லை
1205," @samuraijosh1595  when did odisha, west bengal, jharkhand, bihar are part of North india",0,"@samuraijosh1595 ஓடிசா, மேற்கு வங்கம், ஜார்க்கண்ட், பீகார் ஆகியோர் வட இந்தியாவின் ஒரு பகுதியாக இருந்தபோது"
4140,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!
3998,தமிழன் மேலயே நடவடிக்கை எடுங்கயா...👏,0,தமிழன் மேலயே நடவடிக்கை எடுங்கயா...👏
7491,வழக்கமாக சைவம் மற்றும் வைணவம் இடையே சண்டை வரும் இப்போது வைணவத்துக்குள்ளயே சண்டை💪👊,0,வழக்கமாக சைவம் மற்றும் வைணவம் இடையே சண்டை வரும் இப்போது வைணவத்துக்குள்ளயே சண்டை💪👊
3359,super tamilan ini somberiya irukka maatan,0,super tamilan ini somberiya irukka maatan
1042,Next cm should  EPS OPS or  SEEMAN  because they are only tamilans,0,"அடுத்த முதல்வர் இபிஎஸ் ஒப்ஸ் அல்லது சீமான் இருக்க வேண்டும், ஏனெனில் அவர்கள் தமிழர்கள் மட்டுமே"
4218,இந்த பயம் எப்போதும் இருக்கனும்...  இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் இது ஒரு நல்ல உதாரணம்.....,1,இந்த பயம் எப்போதும் இருக்கனும்...  இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் இது ஒரு நல்ல உதாரணம்.....
454, your culture is Marying sister.      You telling moral value.....   Why you begging for money here lot of beggers in kerala is yours community..,1,உங்கள் கலாச்சாரம் சகோதரி.      நீங்கள் தார்மீக மதிப்பைச் சொல்கிறீர்கள் ..... கேரளாவில் பிச்சைக்காரர்கள் நிறைய இங்கே பணத்திற்காக நீங்கள் ஏன் பிச்சை எடுக்கிறீர்கள் என்பது உங்கள் சமூகம் ..
3843,இந்த பிரச்சினைகளை தொடங்கியது அதிமுக வா இல்ல பாஜகா வா என்றுஆராய்ச்சி செய்ய வேண்டும் .,0,இந்த பிரச்சினைகளை தொடங்கியது அதிமுக வா இல்ல பாஜகா வா என்றுஆராய்ச்சி செய்ய வேண்டும் .
5612,முதளாலிகள் அவர்கள் தான் மட்டுமே உயரவேண்டும் என்ற நோக்கத்தில் தான் வடமானித்தான் வேலை செய்கிறான்,0,முதளாலிகள் அவர்கள் தான் மட்டுமே உயரவேண்டும் என்ற நோக்கத்தில் தான் வடமானித்தான் வேலை செய்கிறான்
3388,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!,0,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!
1148," @RajKumar-sf8dl  good but epo oruthan Avan family ae maranthutu kudikarano Avan Avalo tha kudikalam thapu illa but alavuku merina amuthamum nanji thaan 

More over Avan kudikaradhu Nala tha Avan Vela illama poche nu artham illa owner of the business 10k evan Vela senji irupan vadakan vanthutu 5k ku work panna varuvan owner ku 5k labam so Avan veliya anupitu vadakans uh ulla seathupanga

Vadakans ku padipu selavu illa 5k la Avan 1month ku vendiya porul vangipan chapathi mavu & Hans podhum avangaluku",0,"@RajKumar-sf8dl  good but epo oruthan Avan family ae maranthutu kudikarano Avan Avalo tha kudikalam thapu illa but alavuku merina amuthamum nanji thaan 

More over Avan kudikaradhu Nala tha Avan Vela illama poche nu artham illa owner of the business 10k evan Vela senji irupan vadakan vanthutu 5k ku work panna varuvan owner ku 5k labam so Avan veliya anupitu vadakans uh ulla seathupanga

Vadakans ku padipu selavu illa 5k la Avan 1month ku vendiya porul vangipan chapathi mavu & Hans podhum avangaluku"
1290,"திரைப்படங்களில் மட்டும் தமிழ் பையன்கள் ஹீரோக்களாகத் தெரிகிறார்கள், நிஜ வாழ்க்கையில் தமிழ்ப் பையன்கள் குழந்தைகளைப் போல் இருக்கிறார்கள். தாடி இல்லை, மீசை இல்லை, தைரியம் இல்லை, ஊக்கம் இல்லை, வலிமை இல்லை,",1,"திரைப்படங்களில் மட்டும் தமிழ் பையன்கள் ஹீரோக்களாகத் தெரிகிறார்கள், நிஜ வாழ்க்கையில் தமிழ்ப் பையன்கள் குழந்தைகளைப் போல் இருக்கிறார்கள். தாடி இல்லை, மீசை இல்லை, தைரியம் இல்லை, ஊக்கம் இல்லை, வலிமை இல்லை,"
3727,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே. இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும். வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்.,1,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே. இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும். வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்.
6845,கள்ளர் மறவர் கனத்ததொரு அகமுடையார் மெல்ல மெல்ல வெள்ளாளர் ஆகினரே.,0,கள்ளர் மறவர் கனத்ததொரு அகமுடையார் மெல்ல மெல்ல வெள்ளாளர் ஆகினரே.
618,உங்கள் தமிழ் கடவுள் சோழ வம்சம்   உண்டாக்கியது எல்லாம் வடக்கில் இருந்து வந்தவர்கள் தான்.... போய் சோழர் மெய் கீர்த்தி படிங்க.... தமிழ் நாட்டில் உள்ள பல சமுதாயம் வடக்கில் இருந்து வந்தது தான்....,0,உங்கள் தமிழ் கடவுள் சோழ வம்சம்   உண்டாக்கியது எல்லாம் வடக்கில் இருந்து வந்தவர்கள் தான்.... போய் சோழர் மெய் கீர்த்தி படிங்க.... தமிழ் நாட்டில் உள்ள பல சமுதாயம் வடக்கில் இருந்து வந்தது தான்....
1029,​ @krishna-de2jb  maharashtra is peninsular india below vindyas ranges and again sathpura ranges and again ajantha hills,0,"@கிருஷ்ணா-டீ 2 ஜே.பி மகாராஷ்டிரா என்பது விந்தியாஸ் வரம்புகளுக்கு கீழே உள்ள தீபகற்ப இந்தியமாகும், மீண்டும் சத்புரா வரம்புகள் மற்றும் மீண்டும் அஜந்தா ஹில்ஸ்"
429,ஒரே வழிதான் சீமானுக்கு ஓட்டு போட்டா மட்டும் தமிழ்நாடு நமக்கு இல்லைனா ஹிந்தி காரனுக்கு போயிரும் 🚧💯,0,ஒரே வழிதான் சீமானுக்கு ஓட்டு போட்டா மட்டும் தமிழ்நாடு நமக்கு இல்லைனா ஹிந்தி காரனுக்கு போயிரும் 🚧💯
7575,"Both swamy should not come to this debate, that itself wrong, as a elders if u r talking like that, its an ashamed one, doing upanyasam what is the use, i feel very sorry to tell.
 Idiot sun TV, against Hinduism especially with brahmins, why u ve attend this debate, conversation, waste
Spoiled our sanadhana dharma, community",1,"சுவாமி இருவரும் இந்த விவாதத்திற்கு வரக்கூடாது, அது தவறானது, ஒரு பெரியவர்களாக நீங்கள் அப்படி பேசினால், அது வெட்கப்பட்ட ஒன்று, உபன்யாசம் என்ன பயன்பாடு செய்கிறது, நான் சொல்ல மிகவும் வருந்துகிறேன்.
 இடியட் சன் டிவி, இந்து மதத்திற்கு எதிராக குறிப்பாக பிராமணர்களுடன், ஏன் இந்த விவாதம், உரையாடல், கழிவு
எங்கள் சனாதனா தர்மம், சமூகத்தை கெடுத்துவிட்டது"
5428,"ஹிந்துகாரன் ல செட்டேல் ஆகிட்டானுங்க தமிழ் நாட்டுல , இனி நம்மதான்  பீகார் போகணும் 😂",1,"ஹிந்துகாரன் ல செட்டேல் ஆகிட்டானுங்க தமிழ் நாட்டுல , இனி நம்மதான்  பீகார் போகணும் 😂"
1891,Kalambu Kalambu aarundu pochi Kalambu,0,கலாபோட் கலாம்பு ஆகூ பச்சியாம்பு
1742,நம் மக்களிடம் ஒற்றுமை  இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்.,0,நம் மக்களிடம் ஒற்றுமை  இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்.
3973,மொத்தத்தில் தமிழ் நாட்டில் வேலை இல்லை அதான் இந்த நிலைமை,0,மொத்தத்தில் தமிழ் நாட்டில் வேலை இல்லை அதான் இந்த நிலைமை
3922,விளம்பரங்கள் அதிகமாக இருப்பது தந்தி டிவியில் தான்,0,விளம்பரங்கள் அதிகமாக இருப்பது தந்தி டிவியில் தான்
2722,Manushana manushana paaka solli ivanga entha ooru la irunthu vanthangalo.. Anga poi solanum.. Aduthava veetla vanthu ukanthu pesakudathu!!,1,Manushana manushana paaka solli ivanga entha ooru la irunthu vanthangalo.. Anga poi solanum.. Aduthava veetla vanthu ukanthu pesakudathu!!
2441, @dannosss  bro still they are indian....we are treating them like poor .... That's what Im said...u know lot of south Indians have u ever seen they worked hard like North...no never....,1,"anndannosss சகோ இன்னும் அவர்கள் இந்தியர் .... நாங்கள் அவர்களை ஏழைகளைப் போலவே நடத்துகிறோம் .... அதைத்தான் நான் சொன்னேன் ... தென் இந்தியர்கள் நிறைய உங்களுக்குத் தெரியும், அவர்கள் வடக்கைப் போல கடினமாக உழைத்தார்கள் ... இல்லை ஒருபோதும் ...."
4756,"02:20 சரியா சொன்னான் பார் தமிழ்நாட்டுல ரவுடி கிடையாது , இவனுங்களை அடிச்சா நாம பொய் கோர்ட் கேஸ்ன்னு அலையனும்",0,"02:20 சரியா சொன்னான் பார் தமிழ்நாட்டுல ரவுடி கிடையாது , இவனுங்களை அடிச்சா நாம பொய் கோர்ட் கேஸ்ன்னு அலையனும்"
6442,Cholarhal lankai lakshatheev malatheev inthonashiya Malaysia java sumathra ena pathi ulahai aandarhal ithu ellam entha thinai solla mudiyuma,0,Cholarhal lankai lakshatheev malatheev inthonashiya Malaysia java sumathra ena pathi ulahai aandarhal ithu ellam entha thinai solla mudiyuma
188,"நாங்கள் தமிழர்களைப் பற்றி பேசுகிறோம். எத்தனை தமிழர்கள். பொய்யான தகவல் தர வேண்டாம்.
",0,நாங்கள் தமிழர்களைப் பற்றி பேசுகிறோம். எத்தனை தமிழர்கள். பொய்யான தகவல் தர வேண்டாம்.
1245, @aravindhrajgowda2446  ley yen kathe bidthidhiya 70% are Tamil folks 😂,0,@aravindhrajgowda2446 LEY YEN KATHE BITTHTHIYYA 70% தமிழ் மக்கள்
4532,I guess no one have that right to control certain community population.,1,சில சமூக மக்களைக் கட்டுப்படுத்த யாருக்கும் அந்த உரிமை இல்லை என்று நினைக்கிறேன்.
1372,Next CM seeman Naam Tamil kachi 💥🤩🔥🤩😍🥰🥳💯💥🤩🔥💥🤩🔥💥,0,அடுத்த முதல்வர் செமன் நாம் தமிழ் கச்சி
6583,வேளாளர் சங்க காலத்தில் அது பொதுபெயர்தான் மருக்கவில்லை.ஆனால் 21ம் நூற்றாண்டில் அது சாதிபெயர்..வறாலாறை கேட்டால் இழிவுபடுத்துவது தான் இவரின் நேக்கம் ஆனால் அது உண்மை ஆகாது.நீ கதரு காலம் பதில் சொல்லும் பள்ளரே.,1,வேளாளர் சங்க காலத்தில் அது பொதுபெயர்தான் மருக்கவில்லை.ஆனால் 21ம் நூற்றாண்டில் அது சாதிபெயர்..வறாலாறை கேட்டால் இழிவுபடுத்துவது தான் இவரின் நேக்கம் ஆனால் அது உண்மை ஆகாது.நீ கதரு காலம் பதில் சொல்லும் பள்ளரே.
3113,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂
1335, @shadowboy7218  avinga crowd jaasthiya vandha vote rights kudukka koodathunu solllu....vara koodathunu soldrathuku india la irukka endha state peoples kum rigghts illa .... independent country la yaaru endha statela venaalum poi settle aagalaam .....,0,@shadowboy7218  avinga crowd jaasthiya vandha vote rights kudukka koodathunu solllu....vara koodathunu soldrathuku india la irukka endha state peoples kum rigghts illa .... independent country la yaaru endha statela venaalum poi settle aagalaam .....
7239,"Pavada inyour religion protestant catholic like howmany sects?
Why difference",0,"பவாடா இன் உங்கள் மதம் புராட்டஸ்டன்ட் கத்தோலிக்கர் எப்படி இருக்கிறார்?
ஏன் வித்தியாசம்"
1691,tamilargal nallavargal.Athunalathan ellarukum ellakaram,0,tamilargal nallavargal.Athunalathan ellarukum ellakaram
267,Bro ur efforts are amazing ur videos are different nice wrk keep doing,0,ப்ரோ உர் முயற்சிகள் ஆச்சரியமான உர் வீடியோக்கள் வேறுபட்டவை
2557,Avungaluku vela kuduthutu nama enga porathu,0,Avungaluku vela kuduthutu nama enga porathu
6149,Adeii tamilnadu fulla ipdi than iruku... Innum velia theriyama iruku... Ketta periar nu kadha uduvanuga....intha dmk admk ivanugala olikira varaikum ithu continue a gum.....,1,Adeii tamilnadu fulla ipdi than iruku... Innum velia theriyama iruku... Ketta periar nu kadha uduvanuga....intha dmk admk ivanugala olikira varaikum ithu continue a gum.....
5698,சீமானின் செயல் விளைவு தான் இது.,0,சீமானின் செயல் விளைவு தான் இது.
2255,நம்ம ஊர் இந்த நிலை வந்துவிட்டது. நமக்கு வேண்டும் போதும இன்னும் வேணும்,1,நம்ம ஊர் இந்த நிலை வந்துவிட்டது. நமக்கு வேண்டும் போதும இன்னும் வேணும்
7332,"சொத்துக்காக வந்த பிரிவினை இது. எந்த கோயில்களில், அதிக சொத்து இருக்கிறதோ, அதை தன் கலையில் சேர்த்து கொள்ள, பெரியோர்கள் போட்டியை ஆரம்பித்து, அடுத்த தலைமுறைக்கு தள்ளி விட்டு விட்டார்கள். வேறு ஒன்றும் இல்லை. பெருமாள் சிரித்து கொள்கிறார்.",0,"சொத்துக்காக வந்த பிரிவினை இது. எந்த கோயில்களில், அதிக சொத்து இருக்கிறதோ, அதை தன் கலையில் சேர்த்து கொள்ள, பெரியோர்கள் போட்டியை ஆரம்பித்து, அடுத்த தலைமுறைக்கு தள்ளி விட்டு விட்டார்கள். வேறு ஒன்றும் இல்லை. பெருமாள் சிரித்து கொள்கிறார்."
5032,Thelunganunga Tamil nataye pidichitanunga.modhalla adha padhivu pannunga.,0,Thelunganunga Tamil nataye pidichitanunga.modhalla adha padhivu pannunga.
4306, @srp5285  டேய் மெண்டல் சைக்கோ பதில் சொல்லத் தெரியலைனா எதையாச்சும் பேசி மலுப்பாதடா உங்க சங்கி கூட்டத்துக்கே இப்படி மலுப்புரதே வேலை நான் கேட்ட கேள்விக்கு சரியான பதில் சொல்லத் தெரியல துப்புக்கெட்ட பயலே,0,@srp5285  டேய் மெண்டல் சைக்கோ பதில் சொல்லத் தெரியலைனா எதையாச்சும் பேசி மலுப்பாதடா உங்க சங்கி கூட்டத்துக்கே இப்படி மலுப்புரதே வேலை நான் கேட்ட கேள்விக்கு சரியான பதில் சொல்லத் தெரியல துப்புக்கெட்ட பயலே
7606,​​ @srinivasavaradhan1906 intha mathiri ennam irukkurathala than unga ellar mela irukka mariyathayum poguthu.....Neenga ungalukku ullayeh itha pesi therthu iruntha ipdi oru interview ehh nadathu irukkathu saringala....,0,​​ @srinivasavaradhan1906 intha mathiri ennam irukkurathala than unga ellar mela irukka mariyathayum poguthu.....Neenga ungalukku ullayeh itha pesi therthu iruntha ipdi oru interview ehh nadathu irukkathu saringala....
7507,6 masam nee 6 masam avan ...problem solved,0,6 masam nee 6 masam avan ...problem solved
3702,நம்மதமிழர்கள்எங்குவேலைக்கும்போனாலும்யாரையும்கெழை‌.கொல்லைசெய்யவில்லைஒழுக்கமாகவேலைசெய்துவருகிறார்கள்அதனால்இதையும்அதையும்முடுச்சுபபோடாதீர்கள்,1,நம்மதமிழர்கள்எங்குவேலைக்கும்போனாலும்யாரையும்கெழை‌.கொல்லைசெய்யவில்லைஒழுக்கமாகவேலைசெய்துவருகிறார்கள்அதனால்இதையும்அதையும்முடுச்சுபபோடாதீர்கள்
1532,"Inga Egmore area full ah avanga thaan. 
Tamizhargal aagiya naam avargalai eppo veratti adipom",1,"Inga Egmore area full ah avanga thaan. 
Tamizhargal aagiya naam avargalai eppo veratti adipom"
6524,"There is no problem, The Pallar may be called as Vellar. and the Vellar may be called as Pallar.",0,"எந்த பிரச்சனையும் இல்லை, பல்லரை வெல்லர் என்று அழைக்கலாம். வெல்லரை பல்லர் என்று அழைக்கலாம்."
